Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
RNG,"Ringcentral, Inc.",26.95,2008491574,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/rng
LXFT,"Luxoft Holding, Inc.",60.4,2007784909,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/lxft
TSEM,Tower Semiconductor Ltd.,23.05,1990528850,n/a,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/tsem
PSTG,"Pure Storage, Inc. ",9.9,1978765074,n/a,2015,Technology,Electronic Components,http://www.nasdaq.com/symbol/pstg
IPHI,Inphi Corporation,46.83,1949179053,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/iphi
CVG,Convergys Corporation,20.46,1934780668,n/a,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/cvg
PLXS,Plexus Corp.,57.2,1927140930,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/plxs
NEWR,"New Relic, Inc.",36.44,1923460985,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/newr
SGMS,Scientific Games Corp,21.65,1908035024,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sgms
EBIX,"Ebix, Inc.",60.35,1900979496,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ebix
POWI,"Power Integrations, Inc.",64.3,1900487965,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/powi
AMN,AMN Healthcare Services Inc,38.5,1842515714,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/amn
AYR,Aircastle Limited,23.41,1839006869,n/a,2006,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/ayr
CCMP,Cabot Microelectronics Corporation,73.32,1835135738,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/ccmp
XPER,Xperi Corporation,37.25,1833385288,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/xper
NSP,"Insperity, Inc.",86.4,1814487782,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/nsp
BITA,Bitauto Holdings Limited,25.64,1813415281,n/a,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/bita
AMBA,"Ambarella, Inc.",54.69,1810901515,n/a,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/amba
PCTY,Paylocity Holding Corporation,35.02,1801337468,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/pcty
TWOU,"2U, Inc.",37.66,1778677168,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/twou
YY,YY Inc.,46.3,1774734745,38331204,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/yy
KFY,Korn/Ferry International,30.84,1762850082,n/a,1999,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/kfy
CLS,"Celestica, Inc.",14.32,1746280897,n/a,1998,Technology,Electrical Products,http://www.nasdaq.com/symbol/cls
DSGX,The Descartes Systems Group Inc.,23,1743829732,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dsgx
INOV,"Inovalon Holdings, Inc.",11.75,1739146875,n/a,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/inov
SYNA,Synaptics Incorporated,49.18,1738907768,n/a,2002,Technology,EDP Services,http://www.nasdaq.com/symbol/syna
MXL,"MaxLinear, Inc",26.5,1725501549,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxl
OCLR,"Oclaro, Inc.",10.11,1684228873,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/oclr
CYBR,CyberArk Software Ltd.,48.78,1679164720,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cybr
CMCM,Cheetah Mobile Inc.,11.5,1639597217,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cmcm
DDD,3D Systems Corporation,14.17,1603524471,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ddd
TTMI,"TTM Technologies, Inc.",15.9,1596448611,n/a,2000,Technology,Electrical Products,http://www.nasdaq.com/symbol/ttmi
BHE,"Benchmark Electronics, Inc.",32,1588135808,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/bhe
SIMO,Silicon Motion Technology Corporation,44.75,1577311126,35247176,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/simo
SOHU,Sohu.com Inc.,40.37,1566892437,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sohu
